timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1525247660103,486,https://qa.starofservice.com/,200,OK,Thread Group 1-4,text,true,,25808,0,4,4,401,0,0
1525247660305,413,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-d-animaux,200,OK,Thread Group 1-3,text,true,,22858,0,4,4,328,0,0
1525247660590,403,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-de-chant-acapella,200,OK,Thread Group 1-4,text,true,,23543,0,4,4,314,0,0
1525247660719,426,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/danse-du-ventre,200,OK,Thread Group 1-3,text,true,,22815,0,4,4,342,0,0
1525247660994,382,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-de-musique,200,OK,Thread Group 1-4,text,true,,36482,0,4,4,294,0,0
1525247657161,4408,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/animation-et-reception,200,OK,Thread Group 1-1,text,true,,30800,0,4,4,4322,0,0
1525247661146,440,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/body-painting,200,OK,Thread Group 1-3,text,true,,23462,0,4,4,351,0,0
1525247657103,4512,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/animation-et-reception,200,OK,Thread Group 1-2,text,true,,30794,0,4,4,4422,0,0
1525247661376,399,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-de-swing,200,OK,Thread Group 1-4,text,true,,25122,0,4,4,310,0,0
1525247661586,383,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/soufflage-de-bulles,200,OK,Thread Group 1-3,text,true,,22478,0,4,4,295,0,0
1525247661776,372,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-de-blues,200,OK,Thread Group 1-4,text,true,,22577,0,4,4,286,0,0
1525247661970,394,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/caricature,200,OK,Thread Group 1-3,text,true,,23093,0,4,4,304,0,0
1525247662149,436,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-de-fanfare,200,OK,Thread Group 1-4,text,true,,25064,0,4,4,347,0,0
1525247662364,371,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-de-cirque,200,OK,Thread Group 1-3,text,true,,25675,0,4,4,286,0,0
1525247662585,478,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-de-musique-chretienne,200,OK,Thread Group 1-4,text,true,,25809,0,4,4,476,0,0
1525247662736,368,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-de-clown,200,OK,Thread Group 1-3,text,true,,25657,0,4,4,283,0,0
1525247661616,1549,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/location-de-taureau-mecanique,200,OK,Thread Group 1-2,text,true,,23379,0,4,4,1464,0,0
1525247661570,1634,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/location-de-taureau-mecanique,200,OK,Thread Group 1-1,text,true,,23379,0,4,4,1548,0,0
1525247663063,394,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-de-country,200,OK,Thread Group 1-4,text,true,,22585,0,4,4,305,0,0
1525247663104,376,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-de-comedie,200,OK,Thread Group 1-3,text,true,,25424,0,4,4,291,0,0
1525247663481,436,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-de-personnages-costumes,200,OK,Thread Group 1-3,text,true,,23216,0,4,4,348,0,0
1525247663457,478,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/dj,200,OK,Thread Group 1-4,text,true,,38805,0,4,4,386,0,0
1525247663165,1095,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/mime,200,OK,Thread Group 1-2,text,true,,23449,0,4,4,1011,0,0
1525247663935,435,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-de-hip-hop,200,OK,Thread Group 1-4,text,true,,22578,0,3,3,350,0,0
1525247663918,484,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-de-danse,200,OK,Thread Group 1-3,text,true,,30541,0,3,3,394,0,0
1525247663204,1206,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/mime,200,OK,Thread Group 1-1,text,true,,23449,0,3,3,1120,0,0
1525247664370,407,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-de-jazz,200,OK,Thread Group 1-4,text,true,,29573,0,2,2,319,0,0
1525247664402,392,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/lacher-de-colombes,200,OK,Thread Group 1-3,text,true,,22518,0,2,2,302,0,0
1525247664778,379,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/karaoke,200,OK,Thread Group 1-4,text,true,,22580,0,2,2,295,0,0
1525247664795,378,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle,200,OK,Thread Group 1-3,text,true,,31108,0,2,2,292,0,0
1525247665158,377,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-latino,200,OK,Thread Group 1-4,text,true,,22575,0,2,2,292,0,0
1525247665173,370,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-de-feu-d-artifice,200,OK,Thread Group 1-3,text,true,,23929,0,2,2,288,0,0
1525247665536,376,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-de-mariachis,200,OK,Thread Group 1-4,text,true,,22588,0,2,2,291,0,0
1525247665543,384,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-de-free-run-et-parkour,200,OK,Thread Group 1-3,text,true,,22926,0,2,2,294,0,0
1525247665912,424,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-de-duo-musical,200,OK,Thread Group 1-4,text,true,,23470,0,2,2,335,0,0
1525247665927,419,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/tatouage-au-henne,200,OK,Thread Group 1-3,text,true,,29696,0,2,2,332,0,0
1525247666337,369,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/conseil-en-musique-de-fete,200,OK,Thread Group 1-4,text,true,,23407,0,2,2,284,0,0
1525247666346,383,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-de-show-laser,200,OK,Thread Group 1-3,text,true,,25778,0,2,2,298,0,0
1525247666707,368,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-de-pop,200,OK,Thread Group 1-4,text,true,,22570,0,2,2,282,0,0
1525247666729,384,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/magicien,200,OK,Thread Group 1-3,text,true,,27565,0,2,2,299,0,0
1525247667075,373,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-de-quintette,200,OK,Thread Group 1-4,text,true,,22571,0,2,2,289,0,0
1525247667114,387,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/animation-et-reception,200,OK,Thread Group 1-3,text,true,,30794,0,2,2,297,0,0
1525247667448,389,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-de-r-b,200,OK,Thread Group 1-4,text,true,,22573,0,2,2,304,0,0
1525247667501,371,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/location-de-taureau-mecanique,200,OK,Thread Group 1-3,text,true,,23379,0,2,2,287,0,0
1525247667837,372,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-de-reggae,200,OK,Thread Group 1-4,text,true,,22588,0,2,2,287,0,0
1525247667873,376,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/mime,200,OK,Thread Group 1-3,text,true,,23449,0,2,2,291,0,0
1525247668209,384,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-de-rock,200,OK,Thread Group 1-4,text,true,,22577,0,1,1,295,0,0
1525247668593,377,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-de-chant-solo,200,OK,Thread Group 1-4,text,true,,26706,0,1,1,292,0,0
1525247668970,377,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-de-quatuor-a-cordes,200,OK,Thread Group 1-4,text,true,,22619,0,1,1,292,0,0
1525247669347,393,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-de-musique-de-mariage,200,OK,Thread Group 1-4,text,true,,35800,0,1,1,303,0,0
1525247669741,392,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/bartending,200,OK,Thread Group 1-4,text,true,,32692,0,1,1,295,0,0
1525247670135,410,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/service-de-buffet-de-bonbons,200,OK,Thread Group 1-4,text,true,,25473,0,1,1,321,0,0
1525247670546,389,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/gateau-de-mariage-personnalise,200,OK,Thread Group 1-4,text,true,,28358,0,1,1,298,0,0
1525247670935,410,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/service-de-patisserie,200,OK,Thread Group 1-4,text,true,,30695,0,1,1,319,0,0
1525247671345,388,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/service-de-sommellerie,200,OK,Thread Group 1-4,text,true,,26341,0,1,1,297,0,0
1525247671734,368,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/service-d-un-chef-personnel,200,OK,Thread Group 1-4,text,true,,28276,0,1,1,283,0,0
1525247672103,412,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-d-animaux,200,OK,Thread Group 1-4,text,true,,22858,0,2,2,320,0,0
1525247672104,477,https://qa.starofservice.com/,200,OK,Thread Group 1-5,text,true,,25808,0,2,2,389,0,0
1525247672516,391,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/danse-du-ventre,200,OK,Thread Group 1-4,text,true,,22815,0,2,2,303,0,0
1525247672582,371,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-de-chant-acapella,200,OK,Thread Group 1-5,text,true,,23543,0,2,2,285,0,0
1525247672908,399,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/body-painting,200,OK,Thread Group 1-4,text,true,,23462,0,2,2,314,0,0
1525247672953,382,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-de-musique,200,OK,Thread Group 1-5,text,true,,36482,0,2,2,295,0,0
1525247673308,388,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/soufflage-de-bulles,200,OK,Thread Group 1-4,text,true,,22478,0,2,2,304,0,0
1525247673336,366,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-de-swing,200,OK,Thread Group 1-5,text,true,,25122,0,2,2,281,0,0
1525247673702,415,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-de-blues,200,OK,Thread Group 1-5,text,true,,22577,0,2,2,331,0,0
1525247673696,430,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/caricature,200,OK,Thread Group 1-4,text,true,,23093,0,2,2,341,0,0
1525247674126,388,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-de-cirque,200,OK,Thread Group 1-4,text,true,,25675,0,2,2,302,0,0
1525247674118,412,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-de-fanfare,200,OK,Thread Group 1-5,text,true,,25064,0,2,2,327,0,0
1525247674531,406,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-de-musique-chretienne,200,OK,Thread Group 1-5,text,true,,25809,0,2,2,317,0,0
1525247674514,424,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-de-clown,200,OK,Thread Group 1-4,text,true,,25657,0,2,2,340,0,0
1525247674938,406,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-de-country,200,OK,Thread Group 1-5,text,true,,22585,0,2,2,320,0,0
1525247674939,415,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-de-comedie,200,OK,Thread Group 1-4,text,true,,25424,0,2,2,325,0,0
1525247675355,397,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-de-personnages-costumes,200,OK,Thread Group 1-4,text,true,,23216,0,2,2,313,0,0
1525247675344,445,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/dj,200,OK,Thread Group 1-5,text,true,,38805,0,2,2,353,0,0
1525247675789,380,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-de-hip-hop,200,OK,Thread Group 1-5,text,true,,22578,0,2,2,298,0,0
1525247675753,419,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-de-danse,200,OK,Thread Group 1-4,text,true,,30541,0,2,2,329,0,0
1525247676172,382,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/lacher-de-colombes,200,OK,Thread Group 1-4,text,true,,22518,0,2,2,294,0,0
1525247676169,407,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-de-jazz,200,OK,Thread Group 1-5,text,true,,29573,0,2,2,317,0,0
1525247676555,382,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle,200,OK,Thread Group 1-4,text,true,,31108,0,2,2,296,0,0
1525247676577,373,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/karaoke,200,OK,Thread Group 1-5,text,true,,22580,0,2,2,287,0,0
1525247676937,402,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-de-feu-d-artifice,200,OK,Thread Group 1-4,text,true,,23929,0,2,2,311,0,0
1525247676951,397,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-latino,200,OK,Thread Group 1-5,text,true,,22575,0,2,2,307,0,0
1525247677340,376,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-de-free-run-et-parkour,200,OK,Thread Group 1-4,text,true,,22926,0,2,2,292,0,0
1525247677348,377,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-de-mariachis,200,OK,Thread Group 1-5,text,true,,22588,0,2,2,291,0,0
1525247677725,403,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-de-duo-musical,200,OK,Thread Group 1-5,text,true,,23470,0,2,2,314,0,0
1525247677717,431,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/tatouage-au-henne,200,OK,Thread Group 1-4,text,true,,29696,0,2,2,341,0,0
1525247678128,377,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/conseil-en-musique-de-fete,200,OK,Thread Group 1-5,text,true,,23407,0,2,2,291,0,0
1525247678148,383,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-de-show-laser,200,OK,Thread Group 1-4,text,true,,25778,0,2,2,304,0,0
1525247678505,367,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-de-pop,200,OK,Thread Group 1-5,text,true,,22570,0,2,2,283,0,0
1525247678531,373,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/magicien,200,OK,Thread Group 1-4,text,true,,27565,0,2,2,289,0,0
1525247678872,381,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-de-quintette,200,OK,Thread Group 1-5,text,true,,22571,0,2,2,294,0,0
1525247678904,399,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/animation-et-reception,200,OK,Thread Group 1-4,text,true,,30794,0,2,2,310,0,0
1525247679252,377,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-de-r-b,200,OK,Thread Group 1-5,text,true,,22573,0,2,2,292,0,0
1525247679303,375,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/location-de-taureau-mecanique,200,OK,Thread Group 1-4,text,true,,23379,0,2,2,291,0,0
1525247679629,375,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-de-reggae,200,OK,Thread Group 1-5,text,true,,22588,0,2,2,290,0,0
1525247679679,365,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/mime,200,OK,Thread Group 1-4,text,true,,23449,0,2,2,280,0,0
1525247680004,377,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-de-rock,200,OK,Thread Group 1-5,text,true,,22577,0,1,1,293,0,0
1525247680382,386,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-de-chant-solo,200,OK,Thread Group 1-5,text,true,,26706,0,1,1,297,0,0
1525247680769,387,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-de-quatuor-a-cordes,200,OK,Thread Group 1-5,text,true,,22619,0,1,1,300,0,0
1525247681157,383,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-de-musique-de-mariage,200,OK,Thread Group 1-5,text,true,,35800,0,1,1,297,0,0
1525247681541,394,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/bartending,200,OK,Thread Group 1-5,text,true,,32692,0,1,1,307,0,0
1525247681935,367,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/service-de-buffet-de-bonbons,200,OK,Thread Group 1-5,text,true,,25473,0,1,1,282,0,0
1525247682302,396,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/gateau-de-mariage-personnalise,200,OK,Thread Group 1-5,text,true,,28358,0,1,1,310,0,0
1525247682698,399,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/service-de-patisserie,200,OK,Thread Group 1-5,text,true,,30695,0,1,1,310,0,0
1525247683098,374,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/service-de-sommellerie,200,OK,Thread Group 1-5,text,true,,26341,0,1,1,289,0,0
1525247683473,391,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/service-d-un-chef-personnel,200,OK,Thread Group 1-5,text,true,,28276,0,1,1,302,0,0
1525247683864,390,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-d-animaux,200,OK,Thread Group 1-5,text,true,,22858,0,1,1,306,0,0
1525247684255,383,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/danse-du-ventre,200,OK,Thread Group 1-5,text,true,,22815,0,1,1,294,0,0
1525247684638,400,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/body-painting,200,OK,Thread Group 1-5,text,true,,23462,0,1,1,310,0,0
1525247685038,414,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/soufflage-de-bulles,200,OK,Thread Group 1-5,text,true,,22478,0,1,1,413,0,0
1525247685452,370,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/caricature,200,OK,Thread Group 1-5,text,true,,23093,0,1,1,284,0,0
1525247685822,385,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-de-cirque,200,OK,Thread Group 1-5,text,true,,25675,0,1,1,291,0,0
1525247686208,389,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-de-clown,200,OK,Thread Group 1-5,text,true,,25657,0,1,1,301,0,0
1525247686598,396,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-de-comedie,200,OK,Thread Group 1-5,text,true,,25424,0,1,1,307,0,0
1525247686995,373,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-de-personnages-costumes,200,OK,Thread Group 1-5,text,true,,23216,0,1,1,290,0,0
1525247687369,376,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-de-danse,200,OK,Thread Group 1-5,text,true,,30541,0,1,1,288,0,0
1525247687745,400,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/lacher-de-colombes,200,OK,Thread Group 1-5,text,true,,22518,0,1,1,312,0,0
1525247688145,388,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle,200,OK,Thread Group 1-5,text,true,,31108,0,1,1,302,0,0
1525247688533,372,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-de-feu-d-artifice,200,OK,Thread Group 1-5,text,true,,23929,0,1,1,286,0,0
1525247688905,390,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-de-free-run-et-parkour,200,OK,Thread Group 1-5,text,true,,22926,0,1,1,303,0,0
1525247689296,378,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/tatouage-au-henne,200,OK,Thread Group 1-5,text,true,,29696,0,1,1,292,0,0
1525247689674,399,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-de-show-laser,200,OK,Thread Group 1-5,text,true,,25778,0,1,1,311,0,0
1525247690074,391,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/magicien,200,OK,Thread Group 1-5,text,true,,27565,0,1,1,302,0,0
1525247690465,394,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/animation-et-reception,200,OK,Thread Group 1-5,text,true,,30794,0,1,1,306,0,0
1525247690860,374,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/location-de-taureau-mecanique,200,OK,Thread Group 1-5,text,true,,23379,0,1,1,289,0,0
1525247691235,410,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/mime,200,OK,Thread Group 1-5,text,true,,23449,0,1,1,321,0,0
